Civilite,Nom,Prenom,Mandat,Circonscription,Departement,Candidat,Date_de_publication,,,,,,,,
M.,REGNIER,Teddy,Maire,Châteaubourg,Ille-et-Vilaine,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GOURLAY,Philippe,Maire,Roussines,Indre,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ALFANDARI,Henri,Conseiller départemental,,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BRUN,Hugues,Maire,Savigné-sur-Lathan,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CESSAC,Jean-François,Maire,Larçay,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHAPOTON,Gilles,Maire,Draché,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHATELLIER,Richard,Maire,Nazelles-Négron,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,COLBOC,Fabienne,Députée,4ème circonscription,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LABARONNE,Daniel,Député,2ème circonscription,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,POUJAUD,Daniel,Maire,Ports-sur-Vienne,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TALLAND,Maurice,Maire,Jaulnay,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,THILLAYE,Sabine,Députée,5ème circonscription,Indre-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,CHALAS,Emilie,Députée,3ème circonscription,Isère,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,GALLIARD-MINIER,Camille,Députée,1ère circonscription,Isère,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ILTIS,Laurent,Maire,Pact,Isère,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KECHICHIAN,Max,Maire,Serpaize,Isère,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,RAMBAUD,Didier,Sénateur,,Isère,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BOREL,Laurent,Maire,Saint-Jean-Froidmentel,Loir-et-Cher,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,FROMET,Michel,Conseiller départemental,,Loir-et-Cher,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GOUTX,Alain,Maire,Pouillé,Loir-et-Cher,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LOMBARDI,Daniel,Maire,Yvoy-le-Marron,Loir-et-Cher,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MARION,Christophe,Maire,Saint-Ouen,Loir-et-Cher,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PELLE,Christelle,Maire,Autainville,Loir-et-Cher,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BERTHELIER,Bruno,Maire,Charlieu,Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KAUFFER,David,Maire,Saint-Romain-les-Atheux,Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,SARLES,Nathalie,Députée,5ème circonscription,Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TISSOT,Jean Paul,Maire,Veauchette,Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,BRUNET,Anne-France,Députée,3ème circonscription,Loire-Atlantique,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DE RUGY,François,Député,1ère circonscription,Loire-Atlantique,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,DUFEU SCHUBERT,Audrey,Députée,8ème circonscription,Loire-Atlantique,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GEISMAR,Luc,Député,5ème circonscription,Loire-Atlantique,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,HAURY,Yannick,Député,9ème circonscription,Loire-Atlantique,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,AUGER,Michel,Maire,Bonnée,Loiret,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BONNIEZ,Christophe,Maire,Briarres-sur-Essonne,Loiret,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DESCHAMPS,Jean-François,Président d'un EPCI à fiscalité propre,CC de la Forêt,Loiret,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,JANVIER,Caroline,Députée,2ème circonscription,Loiret,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,RIST,Stéphanie,Députée,1ère circonscription,Loiret,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,COURTIN,Jean-Marie,Maire,Gourdon,Lot,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MAGOT,Stéphane,Maire,Peyrilles,Lot,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,REQUIER,Jean-Claude,Sénateur,,Lot,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,VIGIE,Claude,Maire,Milhac,Lot,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DAMAISIN,Olivier,Député,3ème circonscription,Lot-et-Garonne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DIONIS DU SÉJOUR,Jean,Maire,Agen,Lot-et-Garonne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LAUZZANA,Michel,Député,1ère circonscription,Lot-et-Garonne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,SUAU,Laurent,Maire,Mende,Lozère,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CARDOT,Philippe,Maire,Montreuil-sur-Loir,Maine-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,DUBRE-CHIRAT,Nicole,Députée,6ème circonscription,Maine-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MAREK,Gildas,Maire,Sermaise,Maine-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,SAINT-PAUL,Laëtitia,Députée,4ème circonscription,Maine-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,AUBRY,Antoine,Maire,Sainte-Suzanne-sur-Vire,Manche,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,COURTEILLE,Roland,Maire,Quibou,Manche,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GALBADON,Grégory,Maire,Saint-Pierre-de-Coutances,Manche,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PIEN,Laurent,Maire,Condé-sur-Vire,Manche,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,SORRE,Bertrand,Député,2ème circonscription,Manche,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TRAVERT,Stéphane,Député,3ème circonscription,Manche,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BUTIN,Gérard,Maire,Chavot-Courcourt,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GIRARDIN,Eric,Député,3ème circonscription,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,HABARE,Nicolas,Maire,Bourgogne-Fresne,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,KURIC,Aina,Députée,2ème circonscription,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEROY,Franck,Maire,Épernay,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,MAGNIER,Lise,Députée,4ème circonscription,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ROBIN,François,Maire,Le Thoult-Trosnay,Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MENET,Michel,Maire,Lachapelle-en-Blaisy,Haute-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,BANNIER,Géraldine,Députée,2ème circonscription,Mayenne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEFÈVRE,Laurent,Maire,Quelaines-Saint-Gault,Mayenne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEMAITRE,Bertrand,Maire,Andouillé,Mayenne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PICHONNIER,Jean-Paul,Maire,Averton,Mayenne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,SOUTIF,Patrick,Maire,Le Horps,Mayenne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHOSEROT,Christophe,Maire,Maxéville,Meurthe-et-Moselle,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LOPES,Jean,Maire,Maizières,Meurthe-et-Moselle,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PONSIGNON,Christian,Maire,Le Neufour,Meuse,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,JACQUES,Jean-Michel,Député,6ème circonscription,Morbihan,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,LE HÉNANFF,Anne,Conseillère régionale,Bretagne,Morbihan,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PAHUN,Jimmy,Député,2ème circonscription,Morbihan,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PAUL,Noël,Maire,Ambon,Morbihan,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ASSEL,Roland,Maire,Guermange,Moselle,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BOHL,Jean-Luc,Maire,Montigny-lès-Metz,Moselle,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BUTTERBACH,Denis,Maire,Valmunster,Moselle,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MULLER,Yves,Conseiller régional,Grand Est,Moselle,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BAERT,Dominique,Maire,Wattrelos,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BAUDRY,Jean-François,Maire,Féron,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,CATTELOT,Anne Laure,Députée,12ème circonscription,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DEFEVERE,Eddie,Maire,Staple,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DE NARDA,Bernard,Maire,Raillencourt-Sainte-Olle,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEDOUX,Vincent,Député,10ème circonscription,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LOYEZ,Philippe,Maire,Noyelles-sur-Escaut,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MARCHAND,Frédéric,Sénateur,,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,MORLIGHEM,Florence,Députée,11ème circonscription,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,OSSON,Catherine,Députée,8ème circonscription,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PARMENTIER-LECOCQ,Charlotte,Députée,6ème circonscription,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PETIT,Valérie,Députée,9ème circonscription,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,VANSTAEN,Eric,Maire,Comines,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,VARET,Edith,Conseillère régionale,Hauts-De-France,Nord,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BERTRAND,Eric,Maire,Armancourt,Oise,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,CAYEUX,Caroline,Maire,Beauvais,Oise,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,CHAMPAGNE,Céline,Maire,Béhéricourt,Oise,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,FLOUR,Denis,Maire,Maignelay-Montigny,Oise,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GRIOCHE,Olivier,Maire,Passel,Oise,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,NETZER,Dominique,Maire,Beaufai,Orne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PRIGENT,Jacques,Maire,Trun,Orne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DEGREVE,Hubert,Maire,Tubersent,Pas-de-Calais,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,GAILLARD,Ingrid,Maire,Flers,Pas-de-Calais,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MALFAIT,Alexandre,Conseiller départemental,,Pas-de-Calais,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,POTTERIE,Benoît,Député,8ème circonscription,Pas-de-Calais,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,THERET,Jean-François,Maire,Frévent,Pas-de-Calais,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BRU,Vincent,Député,6ème circonscription,Pyrénées-Atlantiques,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,TROUNDAY-IDIART,Annick,Conseillère départementale,,Pyrénées-Atlantiques,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PANOFRE,Elisa,Maire,Recurt,Hautes-Pyrénées,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PUJO,Yves,Maire,Trébons,Hautes-Pyrénées,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PUJO-MENJOUET,Alexandre,Maire,Campan,Hautes-Pyrénées,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,SEMPASTOUS,Jean-Bernard,Député,1ère circonscription,Hautes-Pyrénées,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,VERDIER,Bernard,Maire,Castelnau-Magnoac,Hautes-Pyrénées,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CAZENOVE,Sébastien,Député,4ème circonscription,Pyrénées-Orientales,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,DE NOELL MARCHESAN,Isabelle,Conseillère départementale,,Pyrénées-Orientales,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,GAYTE,Laurence,Députée,3ème circonscription,Pyrénées-Orientales,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GOT,Patrick,Maire,Baho,Pyrénées-Orientales,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BATT,Jean-Louis,Maire,Lutzelhouse,Bas-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,HERTH,Antoine,Député,5ème circonscription,Bas-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LORENTZ,Bruno,Maire,Sommerau,Bas-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PETTERMANN,Didier,Conseiller régional,Grand Est,Bas-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,SITZENSTUHL,Charles,Conseiller départemental,,Bas-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,STUDER,Bruno,Député,3ème circonscription,Bas-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BOUCHE,Marc,Maire,Muntzenheim,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CENTLIVRE,Claude,Maire,Eguisheim,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GASSMANN,Vincent,Maire,Chavannes-sur-l'Étang,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,JUCHS,Bernard,Maire,Schlierbach,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KARCHER,Jacques,Maire,Storckensohn,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KOLB,Pierre-Marie,Maire,Bourbach-le-Bas,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,NEUMANN,Rémy,Maire,Lutterbach,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,REBERT,Christian,Maire,Andolsheim,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ROUDAIRE,Joël,Maire,Kembs,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,SCHILLINGER,Patricia,Sénatrice,,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,WIES,Joël,Maire,Saint-Cosme,Haut-Rhin,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BLEIN,Yves,Député,14ème circonscription,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BONNELL,Bruno,Député,6ème circonscription,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,CAZARIAN,Danièle,Députée,13ème circonscription,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CORAZZOL,Guy,Conseiller métropolitain de Lyon,,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DA PASSANO,Jean-Luc,Conseiller métropolitain de Lyon,,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,FUGIT,Jean-Luc,Député,11ème circonscription,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KABALO,Prosper,Conseiller métropolitain de Lyon,,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PROST,Emilie,Conseillère métropolitaine de Lyon,,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,RUDIGOZ,Thomas,Député,1ère circonscription,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TOURAINE,Jean-Louis,Député,3ème circonscription,Rhône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHRETIEN,Alain,Maire,Vesoul,Haute-Saône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEJEUNE,Christophe,Député,2ème circonscription,Haute-Saône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,NOËL,Jean-Jacques,Maire,Cirey,Haute-Saône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PANHALEUX,Jean-Loup,Maire délégué d'une commune associée ou d'une commune déléguée,Champlitte,Haute-Saône,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BERGERET,Gérard,Maire,Cordesse,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BOUILLON,Patrick,Maire,Lugny-lès-Charolles,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHAUVET,Vincent,Maire,Autun,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHRISTEL,Daniel,Maire,Saint-Désert,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DIRX,Benjamin,Député,1ère circonscription,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DUMAS,Sylvain,Maire,Farges-lès-Chalon,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,LALANNE,Carine,Conseillère départementale,,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,REBEYROTTE,Rémy,Député,3ème circonscription,Saône-et-Loire,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ASSIER,Denis,Maire,Ancinnes,Sarthe,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BRETEAU,Franck,Maire,Saint-Georges-du-Bois,Sarthe,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,FONTENEL-PERSONNE,Pascale,Députée,3ème circonscription,Sarthe,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEBRETON,Pascal,Maire,Pezé-le-Robert,Sarthe,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MIGNOLA,Patrick,Député,4ème circonscription,Savoie,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PIERRETON,Christophe,Maire,Barby,Savoie,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PEILLEX,Jean-Marc,Maire,Saint-Gervais-les-Bains,Haute-Savoie,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,RIOTTON,Véronique,Députée,1ère circonscription,Haute-Savoie,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ROSEREN,Xavier,Député,6ème circonscription,Haute-Savoie,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,AVIA,Laëtitia,Députée,8ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BOURNAZEL,Pierre-Yves,Député,18ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GUERINI,Stanislas,Député,3ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,LANG,Anne-Christine,Députée,10ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LE GENDRE,Gilles,Député,2ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PERSON,Pierre,Député,6ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TAN,Buon,Député,9ème circonscription,Paris,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BATUT,Xavier,Député,10ème circonscription,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BONNATERRE,Laurent,Conseiller régional,Normandie,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GAMBIER,Dominique,Maire,Déville-lès-Rouen,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GUERIN,David,Conseiller départemental,,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,GUÉRY,Naoual,Conseillère régionale,Normandie,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEBOUC,Alain,Maire,Amfreville-les-Champs,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PHILIPPE,Edouard,Maire,Le Havre,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,RENOUX,Vincent,Conseiller départemental,,Seine-Maritime,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,FAUVERGUE,Jean-Michel,Député,8ème circonscription,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,FENOT,Jean-Paul,Maire,Gouaix,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,JOZON,Michel,Maire,La Ferté-Gaucher,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KELYOR,Alain,Maire,Émerainville,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,KOKOUENDO,Rodrigue,Député,7ème circonscription,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,LEMOINE,Patricia,Députée,5ème circonscription,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,LUQUET,Aude,Députée,1ère circonscription,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,PEUTOT,Christian,Maire,Faÿ-lès-Nemours,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PEYRON,Michèle,Députée,9ème circonscription,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PICARD,Laurence,Maire,Coulommiers,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,VOGEL,Louis,Maire,Melun,Seine-et-Marne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BAICHERE,Didier,Député,1ère circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BARROT,Jean-Noël,Député,2ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,BOULARAN,Laurence,Conseillère départementale,,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,BRAUN-PIVET,Yaël,Députée,5ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BUHOT,Christophe,Maire,Le Mesnil-Saint-Denis,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DUMONT,Didier,Maire,Bennecourt,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,GRANJUS,Florence,Députée,12ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,GRIGNON,Anne,Maire,Lévis-Saint-Nom,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,LEBEC,Marie,Députée,4ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LÉVRIER,Martin,Sénateur,,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MILLIENNE,Bruno,Député,9ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,OLIVE,Karl,Maire,Poissy,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,PIRON,Béatrice,Députée,3ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,POUZYREFF,Natalia,Députée,6ème circonscription,Yvelines,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,FIEVET,Jean-Marie,Député,3ème circonscription,Deux-Sèvres,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BLAIZEL,Bertrand,Maire,Le Mesge,Somme,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,DE JENLIS,Hubert,Conseiller départemental,,Somme,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEBRUN,Christian,Maire,Hypercourt,Somme,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LEPOETRE,Pierre,Maire,Sains-en-Amiénois,Somme,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,ARIZZI,François,Maire,Bormes-les-Mimosas,Var,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GERARDIN,Nicolas,Maire,Solliès-Ville,Var,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,MUSCHOTTI,Cécile,Députée,2ème circonscription,Var,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,MUSSO,Ange,Maire,Le Revest-les-Eaux,Var,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,CHABAUD-GEVA,Laurence,Maire,Saumane-de-Vaucluse,Vaucluse,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,RIPERT,Gilles,Maire,Caseneuve,Vaucluse,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,SILVESTRE,Claude,Maire,Lagnes,Vaucluse,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,ZITOUNI,Souad,Députée,1ère circonscription,Vaucluse,MACRON Emmanuel,03/02/2022,,,,,,,,
Mme,FONTENAILLE,Françoise,Maire,Avrillé,Vendée,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,HENRIET,Pierre,Député,5ème circonscription,Vendée,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BOUCHET,Roland,Maire,Aslonnes,Vienne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TABUTEAU,Aurélien,Maire,Plaisance,Vienne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,TURQUOIS,Nicolas,Député,4ème circonscription,Vienne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,GRANCOING,Bruno,Maire,Saint-Auvent,Haute-Vienne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,JANICOT,Philippe,Maire,Boisseuil,Haute-Vienne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,LACROIX,Philippe,Maire,Oradour-sur-Glane,Haute-Vienne,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CHACHAY,Pierre,Maire,Taintrux,Vosges,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,CLASQUIN,Jean-François,Maire,Hadol,Vosges,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,HOUOT,Michel,Maire,Destord,Vosges,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,VALENCE,David,Maire,Saint-Dié-des-Vosges,Vosges,MACRON Emmanuel,03/02/2022,,,,,,,,
M.,BARRET,Loïc,Maire,La Belliole,Yonne,MACRON Emmanuel,03/02/2022,,,,,,,,
